2b313cc,3,3,4,-1,1440
2b6313b,3,3,3,-1,1440
2b7709c,4,4,4,4,2160
2b7f175,4,4,4,4,2160
2b84ad0,4,4,-1,-1,1080
2b89474,4,4,-1,-1,1080
2b8a656,4,4,-1,-1,1080
2b9b8b7,4,4,4,0,2160
2bc38ff,4,4,4,4,2160
2bc4968,3,3,3,4,2160
2bc54a2,3,3,3,-1,1440
2bed624,4,4,4,3,2160
2bf4d6a,4,4,4,1,2160
2c02dd5,3,3,-1,-1,1080
2c08bba,3,3,-1,-1,1080
2c153f1,4,4,4,4,2160
2c2fe5f,3,3,-1,-1,1080
2c7adc0,4,4,0,0,2160
2c85c03,4,0,-1,-1,1080
2cae807,3,3,3,-1,1440
2cb3865,4,2,-1,-1,1080
2cb4f72,4,4,4,4,2160
2cc530e,4,4,-1,-1,1080
2cc6589,4,4,-1,-1,1080
2cc9fa7,3,4,2,-1,1440
2cecb63,4,4,4,4,2160
2cfbef8,4,4,-1,-1,1080
2d13d2a,4,4,-1,-1,1080
2d1ccf2,3,4,4,3,2160
2d4e35f,4,4,-1,-1,1080
2d61e4a,4,4,4,4,2160
2d6e6e2,4,3,3,-1,1440
